iter	RMSE
516	0.1552379548
517	0.15510728
518	0.1549725323
519	0.1548635464
520	0.154746047
521	0.1546037501
522	0.1544794099
523	0.1543459927
524	0.1542328667
525	0.1540985766
526	0.1539753981
527	0.1538646069
528	0.1537087152
529	0.1535772076
530	0.1534701693
531	0.1533375351
532	0.1531900305
533	0.1531009555
534	0.1529656097
535	0.1528563994
536	0.1527258255
537	0.1525918195
538	0.1524468762
539	0.1523274203
540	0.152215675
541	0.1520720445
542	0.1519517405
543	0.1518357062
544	0.1517202951
545	0.1516149892
546	0.1515076267
547	0.1513925364
548	0.1512803928
549	0.1511638322
550	0.1510477119
551	0.1509230354
552	0.1508105617
553	0.1507104146
554	0.1505983381
555	0.1504658795
556	0.1503413727
557	0.1502263577
558	0.1501074733
559	0.149974003
560	0.1498425617
561	0.1497533583
562	0.1496394981
563	0.1495287642
564	0.1494243941
565	0.149333617
566	0.1492314889
567	0.149100879
568	0.148990898
569	0.1488796277
570	0.1487557989
571	0.1486481746
572	0.1485008758
573	0.1483789852
574	0.1482897711
575	0.148188852
576	0.148078848
577	0.1479758366
578	0.1478529897
579	0.1477381105
580	0.147625095
581	0.1475077645
582	0.1473857794
583	0.1472850341
584	0.1471969459
585	0.1470826276
586	0.1469730189
587	0.1468894306
588	0.146764147
589	0.1466521561
590	0.1465441722
591	0.1464360293
592	0.1463293664
593	0.1462342345
594	0.1461367922
595	0.1460287702
596	0.1459332416
597	0.1458465388
598	0.1457195037
599	0.1456065094
600	0.1454956356
601	0.1454004737
602	0.1453035958
603	0.1452118233
604	0.145111862
605	0.1450017421
606	0.1448899616
607	0.1447806822
608	0.1446641138
609	0.1445543169
610	0.1444448072
611	0.1443460326
612	0.1442487801
613	0.1441779351
614	0.1440866675
615	0.1440032337
616	0.1439037853
617	0.1438014946
618	0.1437137149
619	0.143593691
620	0.143500556
621	0.1434127078
622	0.1433198957
623	0.1432259297
624	0.1431260424
625	0.1430330001
626	0.1429426772
627	0.1428418695
628	0.1427332636
629	0.1426541977
630	0.1425683298
631	0.1424605369
632	0.1423582049
633	0.1422801232
634	0.1422039205
635	0.142083037
636	0.14197465
637	0.1418765481
638	0.1417954273
639	0.141712373
640	0.1416333826
641	0.1415555057
642	0.1414615296
643	0.1413782553
644	0.1412899056
645	0.1411975852
646	0.1411084802
647	0.1410138064
648	0.140938795
649	0.1408556969
650	0.1407696216
651	0.1406898432
652	0.1405905487
653	0.140517555
654	0.1404339329
655	0.140343531
656	0.1402621084
657	0.1401820513
658	0.1401020666
659	0.1400156978
660	0.1399271719
661	0.1398543887
662	0.1397790456
663	0.139698846
664	0.139612466
665	0.139520533
666	0.1394247681
667	0.139358523
668	0.1392972548
669	0.1392037791
670	0.1391017091
671	0.1390248676
672	0.1389334391
673	0.138839788
674	0.1387439239
675	0.1386538035
676	0.1385677651
677	0.1384829744
678	0.1383999655
679	0.1383296061
680	0.1382528802
681	0.1381698457
682	0.1380857012
683	0.1380229761
684	0.1379424211
685	0.1378489861
686	0.1377811023
687	0.1377029814
688	0.1376304452
689	0.1375402677
690	0.1374675326
691	0.1373925485
692	0.137308642
693	0.1372219905
694	0.1371606483
695	0.1370891835
696	0.13701279
697	0.1369463089
698	0.1368817449
699	0.1367979261
700	0.1367296952
701	0.1366305548
702	0.1365452367
703	0.1364731719
704	0.1363855772
705	0.1363063618
706	0.1362286256
707	0.1361480999
708	0.136065563
709	0.1359829915
710	0.1359346436
711	0.1358400709
712	0.1357527029
713	0.1356592311
714	0.135573775
715	0.1354995591
716	0.1354283351
717	0.1353320636
718	0.1352676615
719	0.1351929768
720	0.1351210184
721	0.1350420624
722	0.1349773845
723	0.1349107429
724	0.1348368309
725	0.1347733972
726	0.1347153051
727	0.134647086
728	0.1345853061
729	0.1345081684
730	0.134443019
731	0.1343797799
732	0.1343086963
733	0.1342500062
734	0.1341870263
735	0.1341109521
736	0.1340508398
737	0.1339653475
738	0.1338714196
739	0.1337976045
740	0.1337197985
741	0.1336373162
742	0.1335570589
743	0.1334723228
744	0.133407516
745	0.1333545901
746	0.1332880922
747	0.133218609
748	0.1331587338
749	0.1330834902
750	0.1330097235
751	0.1329522482
752	0.1328920333
753	0.1328164371
754	0.1327171079
755	0.1326473087
756	0.1325889207
757	0.1325094286
758	0.1324557953
759	0.1323919323
760	0.1323115937
761	0.1322286259
762	0.1321442762
763	0.1320651252
764	0.1319984835
765	0.1319380664
766	0.1318757646
767	0.1318138818
768	0.1317389349
769	0.1316683847
770	0.1315696005
771	0.1315141302
772	0.1314303731
773	0.1313478833
774	0.1312916929
775	0.131231581
776	0.1311500094
777	0.1310827101
778	0.1310204788
779	0.1309570442
780	0.1309135359
781	0.1308411818
782	0.130772157
783	0.130715736
784	0.1306684053
785	0.1306107653
786	0.1305507561
787	0.13048038
788	0.1304064619
789	0.1303227986
790	0.1302519372
791	0.1301973907
792	0.1301288475
793	0.1300699213
794	0.1300198162
795	0.1299401336
796	0.1298908373
797	0.1298118995
798	0.1297551962
799	0.1296884172
800	0.1296247385
801	0.1295645367
802	0.1295142936
803	0.1294567658
804	0.1293925482
805	0.1293197669
806	0.1292437458
807	0.1291725069
808	0.1291049129
809	0.1290253972
810	0.1289805348
811	0.128889568
812	0.1288146356
813	0.1287603862
814	0.1287072984
815	0.1286471208
816	0.1285741604
817	0.1285164463
818	0.1284587315
819	0.1284057074
820	0.1283546083
821	0.1282964963
822	0.1282383098
823	0.1281635847
824	0.1281105911
825	0.1280568337
826	0.1279988121
827	0.1279318176
828	0.1278642907
829	0.1278068422
830	0.1277564831
831	0.1276847188
832	0.1276321078
833	0.1275821074
834	0.1275142713
835	0.1274465747
836	0.127373061
837	0.1273133437
838	0.1272449324
839	0.1271907409
840	0.1271515184
841	0.1270793615
842	0.1270160277
843	0.1269530654
844	0.1268928556
845	0.1268254683
846	0.1267772933
847	0.1266999155
848	0.1266472005
849	0.1265995286
850	0.1265388677
851	0.126470341
852	0.126394888
853	0.1263399228
854	0.1262825422
855	0.1262310672
856	0.1261897586
857	0.1261346155
858	0.1260979037
859	0.1260403168
860	0.1259957115
861	0.1259317574
862	0.1258868205
863	0.125841245
864	0.1257906829
865	0.125724859
866	0.1256722903
867	0.1256221779
868	0.1255596101
869	0.1255131687
870	0.125449397
871	0.1254041043
872	0.1253397722
873	0.1252825993
874	0.125217828
875	0.1251685973
876	0.1250996943
877	0.1250438013
878	0.1250050413
879	0.1249466174
880	0.1248933616
881	0.1248290715
882	0.1247816497
883	0.1247183692
884	0.1246593571
885	0.1246112302
886	0.1245524099
887	0.1245006899
888	0.1244438311
889	0.1243791076
890	0.1243349027
891	0.1242723065
892	0.1242328661
893	0.1241697325
894	0.1241258596
895	0.1240703409
896	0.124031196
897	0.1239622658
898	0.1239137569
899	0.1238490205
900	0.1237985954
901	0.1237586149
902	0.1237057567
903	0.1236497515
904	0.1236165522
905	0.1235744559
906	0.123511502
907	0.1234835252
908	0.1234230347
909	0.1233817987
910	0.1233215833
911	0.1232796083
912	0.1232312105
913	0.1231494872
914	0.1231038551
915	0.1230507715
916	0.1230069266
917	0.1229514977
918	0.1228966706
919	0.1228519503
920	0.1227996853
921	0.1227339875
922	0.1226865378
923	0.1226365394
924	0.1225603016
925	0.1225124771
926	0.122469458
927	0.1224182248
928	0.122383414
929	0.1223284849
930	0.1222871648
931	0.1222410257
932	0.1221767511
933	0.1221295512
934	0.1220901291
935	0.1220278017
936	0.1219561898
937	0.1219087016
938	0.121867505
939	0.1218197721
940	0.1217827611
941	0.1217229648
942	0.1216954458
943	0.1216489025
944	0.1215873318
945	0.1215185274
946	0.1214673327
947	0.1214164966
948	0.1213785641
949	0.1213347209
950	0.1212967966
951	0.1212375884
952	0.1211945028
953	0.1211319679
954	0.1210851633
955	0.1210246761
956	0.1209800275
957	0.1209443554
958	0.120877163
959	0.120818497
960	0.1207513954
961	0.1207106461
962	0.1206686722
963	0.1206116001
964	0.1205676102
965	0.1205083417
966	0.1204532211
967	0.1203970942
968	0.1203450919
969	0.1203003612
970	0.1202447871
971	0.1201898056
972	0.120150137
973	0.1201124644
974	0.1200669469
975	0.1200219823
976	0.1199828983
977	0.1199309953
978	0.1198923074
979	0.1198451137
980	0.1197757657
981	0.1197355678
982	0.1196920533
983	0.1196464459
984	0.11959241
985	0.1195517507
986	0.1195133908
987	0.1194624328
988	0.1194280242
989	0.119385645
990	0.1193352301
991	0.1192983012
992	0.1192441531
993	0.1192044966
994	0.1191704627
995	0.119123321
996	0.1190882319
997	0.1190277657
998	0.1189726822
999	0.1189273557
1000	0.1188848008
1001	0.1188497357
1002	0.1188064598
1003	0.1187782337
1004	0.1187312583
1005	0.1186701402
1006	0.1186289772
1007	0.1185952378
1008	0.1185404353
1009	0.1184978025
1010	0.1184765569
1011	0.1184332204
1012	0.1183907316
1013	0.1183492501
1014	0.1183060726
1015	0.1182849734
1016	0.1182449783
1017	0.1181968079
1018	0.1181498378
1019	0.118086181
1020	0.1180492307
1021	0.118006273
1022	0.1179598422
1023	0.1179134975
1024	0.117876978
1025	0.1178353686
1026	0.1178003154
1027	0.1177454848
1028	0.1177166057
1029	0.1176762019
1030	0.1176234192
1031	0.1175864396
1032	0.1175429424
1033	0.1175007476
1034	0.1174575992
1035	0.1174155106
1036	0.1173754244
1037	0.117334441
1038	0.1172867728
1039	0.1172433872
1040	0.1171997555
1041	0.1171589547
1042	0.1171099143
1043	0.1170713093
1044	0.1170321646
1045	0.1169918695
1046	0.1169477784
1047	0.1169172361
1048	0.116870548
1049	0.1168282601
1050	0.1167788611
1051	0.1167568494
1052	0.1167238308
1053	0.1166799019
1054	0.1166527805
1055	0.1166027655
1056	0.1165554484
1057	0.1165140716
1058	0.1164622418
1059	0.1163988869
1060	0.116345714
1061	0.1163037363
1062	0.1162585173
1063	0.1161881103
1064	0.116150313
1065	0.1161164647
1066	0.1160678047
1067	0.1160269276
1068	0.115987477
1069	0.1159413374
1070	0.1158976442
1071	0.1158685244
1072	0.1158326086
1073	0.1157976469
1074	0.115752099
1075	0.1157187678
1076	0.1156904486
1077	0.1156583355
1078	0.1156190422
1079	0.1155822589
1080	0.1155384364
1081	0.1154978149
1082	0.1154602993
1083	0.1154225627
1084	0.1153918515
1085	0.1153441154
1086	0.1153166248
1087	0.1152822777
1088	0.1152548193
1089	0.1152233974
1090	0.1151738267
1091	0.1151333661
1092	0.1150940187
1093	0.1150555315
1094	0.1150160374
1095	0.114969397
1096	0.1149311787
1097	0.1149021415
1098	0.114872021
1099	0.1148347213
1100	0.1147984825
1101	0.1147714444
1102	0.114736425
1103	0.1146894269
1104	0.1146534755
1105	0.1146191093
1106	0.1145880083
1107	0.1145522915
1108	0.1145149308
1109	0.1144752251
1110	0.1144409209
1111	0.114402919
1112	0.1143774256
1113	0.1143404575
1114	0.1142956867
1115	0.1142617556
1116	0.1142263721
1117	0.1141915958
1118	0.1141589234
1119	0.1141254354
1120	0.1140962957
1121	0.1140547008
1122	0.114028589
1123	0.1139878351
1124	0.113943341
1125	0.1139033334
1126	0.1138745859
1127	0.1138431411
1128	0.1138096665
1129	0.1137828294
1130	0.1137558489
1131	0.113713513
1132	0.1136793495
1133	0.1136554698
1134	0.1136321533
1135	0.1136022053
1136	0.1135716185
1137	0.1135258193
1138	0.1134947757
1139	0.1134571934
1140	0.1134282829
1141	0.1133813281
1142	0.113346835
1143	0.1133093048
1144	0.1132659215
1145	0.1132377076
1146	0.1132056435
1147	0.1131732307
1148	0.1131499711
1149	0.1131196005
1150	0.1130781764
1151	0.1130432737
1152	0.1129992457
1153	0.1129655088
1154	0.1129286101
1155	0.112897583
1156	0.1128667959
1157	0.1128256228
1158	0.1127947714
1159	0.1127666186
1160	0.1127364831
1161	0.1127081296
1162	0.1126717863
1163	0.1126391421
1164	0.112613415
1165	0.1125784887
1166	0.1125483718
1167	0.1125266338
1168	0.112494818
1169	0.1124727531
1170	0.1124322015
1171	0.1123915425
1172	0.1123655126
1173	0.1123229364
1174	0.1122927157
1175	0.1122490887
1176	0.1122131855
1177	0.1121866221
1178	0.1121598661
1179	0.1121252973
1180	0.1120936251
1181	0.112059493
1182	0.1120234601
1183	0.1119948119
1184	0.111956417
1185	0.1119296303
1186	0.111905252
1187	0.1118659252
1188	0.1118324384
1189	0.1118031894
1190	0.1117704132
1191	0.1117386176
1192	0.1117143788
1193	0.1116868375
1194	0.1116663665
1195	0.1116333165
1196	0.1116065549
1197	0.1115660955
1198	0.111531706
1199	0.1115001249
1200	0.1114751152
1201	0.1114467111
1202	0.1114197153
1203	0.1114021204
1204	0.111363056
1205	0.1113293644
1206	0.1112948853
1207	0.1112666867
1208	0.1112330702
1209	0.1112004458
1210	0.1111648765
1211	0.1111450091
1212	0.11111586
1213	0.1110904021
1214	0.1110628206
1215	0.1110235448
1216	0.1110027592
1217	0.1109703295
1218	0.11093476
1219	0.1108971717
1220	0.1108771058
1221	0.1108467127
1222	0.1108154392
1223	0.1108015424
1224	0.1107757727
1225	0.1107519196
1226	0.1107189781
1227	0.1106855258
1228	0.110660938
1229	0.1106340505
1230	0.1106053248
1231	0.1105707924
1232	0.110551684
1233	0.1105195139
1234	0.1104919888
1235	0.1104567249
1236	0.1104273925
1237	0.1103968754
1238	0.1103529898
1239	0.1103353362
1240	0.1103108153
1241	0.1102863579
1242	0.1102508302
1243	0.1102169218
1244	0.1101811464
1245	0.1101481974
1246	0.1101196292
1247	0.1100821334
1248	0.1100453667
1249	0.1100209227
1250	0.1099914593
1251	0.1099597399
1252	0.1099226695
1253	0.109887778
1254	0.1098657769
1255	0.1098352501
1256	0.1098044732
1257	0.1097768083
1258	0.1097373507
1259	0.10970798
1260	0.1096761617
1261	0.1096384812
1262	0.109607275
1263	0.109577877
1264	0.1095438815
1265	0.1095008011
1266	0.1094733835
1267	0.1094421116
1268	0.1094084778
1269	0.1093669669
1270	0.1093221597
1271	0.1092961012
1272	0.1092634774
1273	0.1092367847
1274	0.1092149493
1275	0.1091828054
1276	0.1091402021
1277	0.1091124106
1278	0.1090829018
1279	0.1090516173
1280	0.1090220315
1281	0.1089867684
1282	0.1089586499
1283	0.1089308479
1284	0.1089031818
1285	0.108865629
1286	0.108838127
1287	0.1088045503
1288	0.1087804772
1289	0.1087579049
1290	0.108728879
1291	0.1087019125
1292	0.108676901
1293	0.1086571392
1294	0.1086314813
1295	0.1085989243
1296	0.1085833807
1297	0.1085516981
1298	0.1085295566
1299	0.1085058964
1300	0.1084725932
1301	0.1084382391
1302	0.1084156754
1303	0.1083887475
1304	0.1083566071
1305	0.1083232134
1306	0.1082938936
1307	0.1082662534
1308	0.1082411023
1309	0.1082211589
1310	0.1081957062
1311	0.1081664483
1312	0.1081304607
1313	0.1080917915
1314	0.1080658163
1315	0.1080408489
1316	0.1079883462
1317	0.1079642677
1318	0.1079335561
1319	0.1079003039
1320	0.1078667858
1321	0.1078337432
1322	0.1078029957
1323	0.1077681803
1324	0.1077369855
1325	0.1077119483
1326	0.1076851164
1327	0.1076664999
1328	0.1076319535
1329	0.1076058764
1330	0.1075825766
1331	0.1075534187
1332	0.1075140082
1333	0.1074880459
1334	0.1074604111
1335	0.1074233101
1336	0.1073989803
1337	0.1073793258
1338	0.1073574203
1339	0.1073306809
1340	0.1073055976
1341	0.107284502
1342	0.1072504549
1343	0.1072290393
1344	0.1072033532
1345	0.1071758415
1346	0.1071565829
1347	0.1071315367
1348	0.1071073769
1349	0.1070811252
1350	0.1070489197
1351	0.1070224211
1352	0.1070018951
1353	0.1069745227
1354	0.1069425664
1355	0.10692292
1356	0.1068916285
1357	0.1068602061
1358	0.1068397868
1359	0.1068063816
1360	0.1067755933
1361	0.1067433581
1362	0.1067123839
1363	0.1066928902
1364	0.1066566762
1365	0.1066316515
1366	0.106594992
1367	0.1065682329
1368	0.1065457238
1369	0.1065177655
1370	0.1064895195
1371	0.106459509
1372	0.1064371986
1373	0.1064125239
1374	0.1063831393
1375	0.1063566686
1376	0.1063343469
1377	0.1063018787
1378	0.1062740239
1379	0.1062317096
1380	0.1061941479
1381	0.1061656173
1382	0.1061278956
1383	0.1060946238
1384	0.106065598
1385	0.1060468876
1386	0.1060204031
1387	0.105996364
1388	0.1059618096
1389	0.10593846
1390	0.1059150355
1391	0.1058877882
1392	0.1058667287
1393	0.105841466
1394	0.1058198808
1395	0.1057941791
1396	0.1057778641
1397	0.1057474412
1398	0.1057140843
1399	0.1056904055
1400	0.1056587118
1401	0.1056231487
1402	0.105594547
1403	0.1055712248
1404	0.1055382533
1405	0.1055088945
1406	0.1054906432
1407	0.105465644
1408	0.1054402642
1409	0.1054122472
1410	0.1053847242
1411	0.1053494431
1412	0.1053264456
1413	0.1052994276
1414	0.1052750798
1415	0.1052506027
1416	0.1052171055
1417	0.1051856392
1418	0.1051630653
1419	0.1051352377
1420	0.105104796
1421	0.1050813966
1422	0.105053753
1423	0.1050270433
1424	0.1050012061
1425	0.1049783145
1426	0.1049606488
1427	0.1049332545
1428	0.1049016741
1429	0.1048790781
1430	0.1048492919
1431	0.1048244447
1432	0.1047972512
1433	0.1047729441
1434	0.1047470866
1435	0.1047214706
1436	0.1046890653
1437	0.1046543291
1438	0.1046299796
1439	0.104609963
1440	0.1045830594
1441	0.1045582429
1442	0.1045262458
1443	0.1045013036
1444	0.1044770372
1445	0.1044477007
1446	0.1044235007
1447	0.1043960163
1448	0.104378696
1449	0.1043590035
1450	0.1043309464
1451	0.1043025248
1452	0.1042750224
1453	0.1042577297
1454	0.1042290533
1455	0.1042096648
1456	0.104187357
1457	0.1041658988
1458	0.1041244619
1459	0.104099022
1460	0.1040739265
1461	0.1040418023
1462	0.1040154053
1463	0.1039965251
1464	0.1039719678
1465	0.1039420681
1466	0.1039189023
1467	0.1038936981
1468	0.1038699611
1469	0.1038454787
1470	0.1038219571
1471	0.1037874551
1472	0.1037594213
1473	0.1037311202
1474	0.1037094704
1475	0.1036856209
1476	0.1036579406
1477	0.1036290341
1478	0.103604809
1479	0.1035797327
1480	0.1035505102
1481	0.1035364314
1482	0.1035127821
1483	0.1034885984
1484	0.1034684929
1485	0.1034469423
1486	0.103418321
1487	0.1033898114
1488	0.1033625726
1489	0.1033429571
1490	0.1033125658
1491	0.1032892166
1492	0.1032697767
1493	0.1032435651
1494	0.103215777
1495	0.1031937864
1496	0.1031587329
1497	0.1031361734
1498	0.103112986
1499	0.1030926031
1500	0.1030710214
1501	0.1030479439
1502	0.1030174906
1503	0.1029930383
1504	0.1029613977
1505	0.1029402837
1506	0.1029170973
1507	0.102892681
1508	0.1028751916
1509	0.1028500939
1510	0.1028211312
1511	0.1028044374
1512	0.1027719162
1513	0.1027481451
